Distance (m),Depth (m)
3.514000000000000000e+03,1.196209950824032830e+01
3.515000000000000000e+03,1.196218022535741099e+01
3.516000000000000000e+03,1.196226802068302852e+01
3.517000000000000000e+03,1.196236294393350086e+01
3.518000000000000000e+03,1.196246504482513373e+01
3.519000000000000000e+03,1.196257437307424887e+01
3.520000000000000000e+03,1.196269097839715201e+01
3.521000000000000000e+03,1.196281491051015955e+01
3.522000000000000000e+03,1.196294621912958611e+01
3.523000000000000000e+03,1.196308495397174099e+01
3.524000000000000000e+03,1.196323116475294057e+01
3.525000000000000000e+03,1.196338490118949593e+01
3.526000000000000000e+03,1.196354621299772170e+01
3.527000000000000000e+03,1.196371514989392892e+01
3.528000000000000000e+03,1.196389176159443224e+01
3.529000000000000000e+03,1.196407609781554271e+01
3.530000000000000000e+03,1.196426820827357673e+01
3.531000000000000000e+03,1.196446814268484538e+01
3.532000000000000000e+03,1.196467595076566326e+01
3.533000000000000000e+03,1.196489168223234145e+01
3.534000000000000000e+03,1.196511538680119457e+01
3.535000000000000000e+03,1.196534711418853369e+01
3.536000000000000000e+03,1.196558691411067343e+01
3.537000000000000000e+03,1.196583483628392841e+01
3.538000000000000000e+03,1.196609093042460970e+01
3.539000000000000000e+03,1.196635524624902835e+01
3.540000000000000000e+03,1.196662783347350434e+01
3.541000000000000000e+03,1.196690874181434161e+01
3.542000000000000000e+03,1.196719802098786190e+01
3.543000000000000000e+03,1.196749572071037271e+01
3.544000000000000000e+03,1.196780189069818867e+01
3.545000000000000000e+03,1.196811658066762263e+01
3.546000000000000000e+03,1.196843984033498742e+01
3.547000000000000000e+03,1.196877171941659768e+01
3.548000000000000000e+03,1.196911226762876623e+01
3.549000000000000000e+03,1.196946153468780594e+01
3.550000000000000000e+03,1.196981957031002608e+01
3.551000000000000000e+03,1.197018642421174661e+01
3.552000000000000000e+03,1.197056214610927682e+01
3.553000000000000000e+03,1.197094678571892956e+01
3.554000000000000000e+03,1.197134039275701767e+01
3.555000000000000000e+03,1.197174301693985576e+01
3.556000000000000000e+03,1.197215470798375669e+01
3.557000000000000000e+03,1.197257551560503330e+01
3.558000000000000000e+03,1.197300548951999843e+01
3.559000000000000000e+03,1.197344467944496493e+01
3.560000000000000000e+03,1.197389313509624564e+01
3.561000000000000000e+03,1.197435090619015519e+01
3.562000000000000000e+03,1.197481804244300641e+01
3.563000000000000000e+03,1.197529459357111037e+01
3.564000000000000000e+03,1.197578060929078170e+01
3.565000000000000000e+03,1.197627613931833324e+01
3.566000000000000000e+03,1.197678123337007783e+01
3.567000000000000000e+03,1.197729594116233010e+01
3.568000000000000000e+03,1.197782031241140110e+01
3.569000000000000000e+03,1.197835439683360548e+01
3.570000000000000000e+03,1.197889824414525606e+01
3.571000000000000000e+03,1.197945190406266569e+01
3.572000000000000000e+03,1.198001542630214367e+01
3.573000000000000000e+03,1.198058886058000994e+01
3.574000000000000000e+03,1.198117225661257557e+01
3.575000000000000000e+03,1.198176566411614985e+01
3.576000000000000000e+03,1.198236913280704918e+01
3.577000000000000000e+03,1.198298271240158641e+01
3.578000000000000000e+03,1.198360645261607438e+01
3.579000000000000000e+03,1.198424040316682593e+01
3.580000000000000000e+03,1.198488461377015390e+01
3.581000000000000000e+03,1.198553913414237115e+01
3.582000000000000000e+03,1.198620401399979229e+01
3.583000000000000000e+03,1.198687930305872840e+01
3.584000000000000000e+03,1.198756505103549586e+01
3.585000000000000000e+03,1.198826130764640396e+01
3.586000000000000000e+03,1.198896812260776557e+01
3.587000000000000000e+03,1.198968554563589883e+01
3.588000000000000000e+03,1.199041362644711128e+01
3.589000000000000000e+03,1.199115241475772109e+01
3.590000000000000000e+03,1.199190196028403577e+01
3.591000000000000000e+03,1.199266231274237171e+01
3.592000000000000000e+03,1.199343352184904354e+01
3.593000000000000000e+03,1.199421563732036056e+01
3.594000000000000000e+03,1.199500870887263915e+01
3.595000000000000000e+03,1.199581278622218861e+01
3.596000000000000000e+03,1.199662791908532711e+01
3.597000000000000000e+03,1.199745415717836217e+01
3.598000000000000000e+03,1.199829155021761196e+01
3.599000000000000000e+03,1.199914014791938577e+01
3.600000000000000000e+03,1.200000000000000000e+01
3.601000000000000000e+03,1.200087114202949046e+01
3.602000000000000000e+03,1.200175355299279900e+01
3.603000000000000000e+03,1.200264719772858868e+01
3.604000000000000000e+03,1.200355204107553142e+01
3.605000000000000000e+03,1.200446804787228849e+01
3.606000000000000000e+03,1.200539518295752295e+01
3.607000000000000000e+03,1.200633341116990849e+01
3.608000000000000000e+03,1.200728269734810105e+01
3.609000000000000000e+03,1.200824300633077435e+01
3.610000000000000000e+03,1.200921430295659320e+01
3.611000000000000000e+03,1.201019655206422243e+01
3.612000000000000000e+03,1.201118971849232508e+01
3.613000000000000000e+03,1.201219376707956776e+01
3.614000000000000000e+03,1.201320866266462062e+01
3.615000000000000000e+03,1.201423437008614670e+01
3.616000000000000000e+03,1.201527085418280905e+01
3.617000000000000000e+03,1.201631807979327782e+01
3.618000000000000000e+03,1.201737601175621784e+01
3.619000000000000000e+03,1.201844461491029215e+01
3.620000000000000000e+03,1.201952385409417090e+01
3.621000000000000000e+03,1.202061369414651537e+01
3.622000000000000000e+03,1.202171409990599393e+01
3.623000000000000000e+03,1.202282503621127319e+01
3.624000000000000000e+03,1.202394646790101795e+01
3.625000000000000000e+03,1.202507835981389128e+01
3.626000000000000000e+03,1.202622067678856510e+01
3.627000000000000000e+03,1.202737338366369890e+01
3.628000000000000000e+03,1.202853644527796284e+01
3.629000000000000000e+03,1.202970982647001996e+01
3.630000000000000000e+03,1.203089349207853509e+01
3.631000000000000000e+03,1.203208740694218193e+01
3.632000000000000000e+03,1.203329153589961642e+01
3.633000000000000000e+03,1.203450584378950872e+01
3.634000000000000000e+03,1.203573029545052542e+01
3.635000000000000000e+03,1.203696485572132957e+01
3.636000000000000000e+03,1.203820948944059133e+01
3.637000000000000000e+03,1.203946416144697196e+01
3.638000000000000000e+03,1.204072883657913806e+01
3.639000000000000000e+03,1.204200347967575979e+01
3.640000000000000000e+03,1.204328805557549664e+01
3.641000000000000000e+03,1.204458252911701877e+01
3.642000000000000000e+03,1.204588686513899276e+01
3.643000000000000000e+03,1.204720102848007812e+01
3.644000000000000000e+03,1.204852498397894855e+01
3.645000000000000000e+03,1.204985869647426533e+01
3.646000000000000000e+03,1.205120213080469327e+01
3.647000000000000000e+03,1.205255525180890253e+01
3.648000000000000000e+03,1.205391802432555437e+01
3.649000000000000000e+03,1.205529041319331718e+01
3.650000000000000000e+03,1.205667238325085933e+01
3.651000000000000000e+03,1.205806389933683853e+01
3.652000000000000000e+03,1.205946492628992850e+01
3.653000000000000000e+03,1.206087542894879228e+01
3.654000000000000000e+03,1.206229537215209469e+01
3.655000000000000000e+03,1.206372472073850410e+01
3.656000000000000000e+03,1.206516343954668180e+01
3.657000000000000000e+03,1.206661149341529615e+01
3.658000000000000000e+03,1.206806884718301554e+01
3.659000000000000000e+03,1.206953546568850300e+01
3.660000000000000000e+03,1.207101131377042513e+01
3.661000000000000000e+03,1.207249635626744499e+01
3.662000000000000000e+03,1.207399055801823273e+01
3.663000000000000000e+03,1.207549388386145317e+01
3.664000000000000000e+03,1.207700629863576935e+01
3.665000000000000000e+03,1.207852776717984788e+01
3.666000000000000000e+03,1.208005825433235714e+01
3.667000000000000000e+03,1.208159772493196193e+01
3.668000000000000000e+03,1.208314614381732710e+01
3.669000000000000000e+03,1.208470347582711746e+01
3.670000000000000000e+03,1.208626968580000138e+01
3.671000000000000000e+03,1.208784473857464370e+01
3.672000000000000000e+03,1.208942859898970745e+01
3.673000000000000000e+03,1.209102123188386280e+01
3.674000000000000000e+03,1.209262260209577633e+01
3.675000000000000000e+03,1.209423267446410755e+01
3.676000000000000000e+03,1.209585141382752838e+01
3.677000000000000000e+03,1.209747878502470186e+01
3.678000000000000000e+03,1.209911475289429106e+01
3.679000000000000000e+03,1.210075928227496789e+01
3.680000000000000000e+03,1.210241233800539540e+01
3.681000000000000000e+03,1.210407388492423664e+01
3.682000000000000000e+03,1.210574388787016353e+01
3.683000000000000000e+03,1.210742231168183380e+01
3.684000000000000000e+03,1.210910912119792116e+01
3.685000000000000000e+03,1.211080428125708686e+01
3.686000000000000000e+03,1.211250775669799573e+01
3.687000000000000000e+03,1.211421951235931971e+01
3.688000000000000000e+03,1.211593951307971828e+01
3.689000000000000000e+03,1.211766772369785805e+01
3.690000000000000000e+03,1.211940410905240917e+01
3.691000000000000000e+03,1.212114863398203291e+01
3.692000000000000000e+03,1.212290126332539941e+01
3.693000000000000000e+03,1.212466196192116819e+01
3.694000000000000000e+03,1.212643069460800938e+01
3.695000000000000000e+03,1.212820742622458958e+01
3.696000000000000000e+03,1.212999212160957363e+01
3.697000000000000000e+03,1.213178474560162279e+01
3.698000000000000000e+03,1.213358526303941076e+01
3.699000000000000000e+03,1.213539363876159882e+01
3.700000000000000000e+03,1.213720983760685357e+01
3.701000000000000000e+03,1.213903382441383982e+01
3.702000000000000000e+03,1.214086556402122241e+01
3.703000000000000000e+03,1.214270502126767148e+01
3.704000000000000000e+03,1.214455216099185009e+01
3.705000000000000000e+03,1.214640694803242305e+01
3.706000000000000000e+03,1.214826934722805873e+01
3.707000000000000000e+03,1.215013932341742020e+01
3.708000000000000000e+03,1.215201684143917582e+01
3.709000000000000000e+03,1.215390186613198864e+01
3.710000000000000000e+03,1.215579436233452704e+01
3.711000000000000000e+03,1.215769429488545761e+01
3.712000000000000000e+03,1.215960162862344163e+01
3.713000000000000000e+03,1.216151632838714747e+01
3.714000000000000000e+03,1.216343835901524351e+01
3.715000000000000000e+03,1.216536768534639279e+01
3.716000000000000000e+03,1.216730427221926014e+01
3.717000000000000000e+03,1.216924808447251216e+01
3.718000000000000000e+03,1.217119908694481545e+01
3.719000000000000000e+03,1.217315724447483838e+01
3.720000000000000000e+03,1.217512252190124045e+01
3.721000000000000000e+03,1.217709488406269358e+01
3.722000000000000000e+03,1.217907429579785905e+01
3.723000000000000000e+03,1.218106072194540523e+01
3.724000000000000000e+03,1.218305412734399873e+01
3.725000000000000000e+03,1.218505447683230081e+01
3.726000000000000000e+03,1.218706173524898162e+01
3.727000000000000000e+03,1.218907586743270777e+01
3.728000000000000000e+03,1.219109683822214052e+01
3.729000000000000000e+03,1.219312461245595003e+01
3.730000000000000000e+03,1.219515915497279934e+01
3.731000000000000000e+03,1.219720043061135328e+01
3.732000000000000000e+03,1.219924840421028200e+01
3.733000000000000000e+03,1.220130304060824855e+01
3.734000000000000000e+03,1.220336430464391775e+01
3.735000000000000000e+03,1.220543216115595797e+01
3.736000000000000000e+03,1.220750657498303227e+01
3.737000000000000000e+03,1.220958751096381079e+01
3.738000000000000000e+03,1.221167493393695302e+01
3.739000000000000000e+03,1.221376880874112736e+01
3.740000000000000000e+03,1.221586910021500572e+01
3.741000000000000000e+03,1.221797577319724581e+01
3.742000000000000000e+03,1.222008879252651425e+01
3.743000000000000000e+03,1.222220812304148296e+01
3.744000000000000000e+03,1.222433372958080966e+01
3.745000000000000000e+03,1.222646557698316627e+01
3.746000000000000000e+03,1.222860363008721585e+01
3.747000000000000000e+03,1.223074785373162499e+01
3.748000000000000000e+03,1.223289821275505851e+01
3.749000000000000000e+03,1.223505467199618302e+01
3.750000000000000000e+03,1.223721719629366511e+01
3.751000000000000000e+03,1.223938575048617139e+01
3.752000000000000000e+03,1.224156029941236312e+01
3.753000000000000000e+03,1.224374080791091046e+01
3.754000000000000000e+03,1.224592724082047823e+01
3.755000000000000000e+03,1.224811956297972948e+01
3.756000000000000000e+03,1.225031773922733613e+01
3.757000000000000000e+03,1.225252173440195769e+01
3.758000000000000000e+03,1.225473151334226252e+01
3.759000000000000000e+03,1.225694704088691722e+01
3.760000000000000000e+03,1.225916828187458663e+01
3.761000000000000000e+03,1.226139520114393733e+01
3.762000000000000000e+03,1.226362776353363238e+01
3.763000000000000000e+03,1.226586593388234014e+01
3.764000000000000000e+03,1.226810967702872901e+01
3.765000000000000000e+03,1.227035895781146024e+01
3.766000000000000000e+03,1.227261374106919867e+01
3.767000000000000000e+03,1.227487399164061621e+01
3.768000000000000000e+03,1.227713967436437237e+01
3.769000000000000000e+03,1.227941075407913729e+01
3.770000000000000000e+03,1.228168719562357403e+01
3.771000000000000000e+03,1.228396896383634740e+01
3.772000000000000000e+03,1.228625602355612934e+01
3.773000000000000000e+03,1.228854833962157933e+01
3.774000000000000000e+03,1.229084587687136576e+01
3.775000000000000000e+03,1.229314860014415700e+01
3.776000000000000000e+03,1.229545647427861077e+01
3.777000000000000000e+03,1.229776946411340255e+01
3.778000000000000000e+03,1.230008753448719183e+01
3.779000000000000000e+03,1.230241065023864522e+01
3.780000000000000000e+03,1.230473877620643108e+01
3.781000000000000000e+03,1.230707187722921248e+01
3.782000000000000000e+03,1.230940991814565777e+01
3.783000000000000000e+03,1.231175286379443001e+01
3.784000000000000000e+03,1.231410067901419758e+01
3.785000000000000000e+03,1.231645332864362530e+01
3.786000000000000000e+03,1.231881077752137799e+01
3.787000000000000000e+03,1.232117299048612402e+01
3.788000000000000000e+03,1.232353993237652645e+01
3.789000000000000000e+03,1.232591156803125010e+01
3.790000000000000000e+03,1.232828786228896512e+01
3.791000000000000000e+03,1.233066877998833455e+01
3.792000000000000000e+03,1.233305428596802322e+01
3.793000000000000000e+03,1.233544434506670129e+01
3.794000000000000000e+03,1.233783892212303002e+01
3.795000000000000000e+03,1.234023798197567423e+01
3.796000000000000000e+03,1.234264148946330586e+01
3.797000000000000000e+03,1.234504940942458440e+01
3.798000000000000000e+03,1.234746170669818000e+01
3.799000000000000000e+03,1.234987834612275925e+01
3.800000000000000000e+03,1.235229929253698167e+01
3.801000000000000000e+03,1.235472451077951916e+01
3.802000000000000000e+03,1.235715396568903301e+01
3.803000000000000000e+03,1.235958762210419160e+01
3.804000000000000000e+03,1.236202544486366506e+01
3.805000000000000000e+03,1.236446739880610934e+01
3.806000000000000000e+03,1.236691344877019638e+01
3.807000000000000000e+03,1.236936355959459277e+01
3.808000000000000000e+03,1.237181769611796156e+01
3.809000000000000000e+03,1.237427582317897290e+01
3.810000000000000000e+03,1.237673790561628451e+01
3.811000000000000000e+03,1.237920390826856831e+01
3.812000000000000000e+03,1.238167379597449269e+01
3.813000000000000000e+03,1.238414753357271358e+01
3.814000000000000000e+03,1.238662508590190647e+01
3.815000000000000000e+03,1.238910641780073441e+01
3.816000000000000000e+03,1.239159149410785865e+01
3.817000000000000000e+03,1.239408027966195114e+01
3.818000000000000000e+03,1.239657273930167669e+01
3.819000000000000000e+03,1.239906883786569658e+01
3.820000000000000000e+03,1.240156854019268096e+01
3.821000000000000000e+03,1.240407181112129287e+01
3.822000000000000000e+03,1.240657861549020069e+01
3.823000000000000000e+03,1.240908891813807102e+01
3.824000000000000000e+03,1.241160268390356514e+01
3.825000000000000000e+03,1.241411987762535496e+01
3.826000000000000000e+03,1.241664046414209821e+01
3.827000000000000000e+03,1.241916440829246682e+01
3.828000000000000000e+03,1.242169167491512738e+01
3.829000000000000000e+03,1.242422222884874117e+01
3.830000000000000000e+03,1.242675603493197478e+01
3.831000000000000000e+03,1.242929305800349837e+01
