Distance (m),Depth (m)
8.804000000000000000e+03,1.664118960474643316e+01
8.805000000000000000e+03,1.664411907735614449e+01
8.806000000000000000e+03,1.664704350845489955e+01
8.807000000000000000e+03,1.664996280172865539e+01
8.808000000000000000e+03,1.665287686086339036e+01
8.809000000000000000e+03,1.665578558954505084e+01
8.810000000000000000e+03,1.665868889145960807e+01
8.811000000000000000e+03,1.666158667029301910e+01
8.812000000000000000e+03,1.666447882973125161e+01
8.813000000000000000e+03,1.666736527346025909e+01
8.814000000000000000e+03,1.667024590516600924e+01
8.815000000000000000e+03,1.667312062853446619e+01
8.816000000000000000e+03,1.667598934725158699e+01
8.817000000000000000e+03,1.667885196500333223e+01
8.818000000000000000e+03,1.668170838547566959e+01
8.819000000000000000e+03,1.668455851235455967e+01
8.820000000000000000e+03,1.668740224932595950e+01
8.821000000000000000e+03,1.669023950007583679e+01
8.822000000000000000e+03,1.669307016829015211e+01
8.823000000000000000e+03,1.669589415765486606e+01
8.824000000000000000e+03,1.669871137185593923e+01
8.825000000000000000e+03,1.670152171457933576e+01
8.826000000000000000e+03,1.670432508951102335e+01
8.827000000000000000e+03,1.670712140033695547e+01
8.828000000000000000e+03,1.670991055074309273e+01
8.829000000000000000e+03,1.671269244441539925e+01
8.830000000000000000e+03,1.671546698503984985e+01
8.831000000000000000e+03,1.671823407630238734e+01
8.832000000000000000e+03,1.672099362188898297e+01
8.833000000000000000e+03,1.672374552548560089e+01
8.834000000000000000e+03,1.672648969077819459e+01
8.835000000000000000e+03,1.672922602145273530e+01
8.836000000000000000e+03,1.673195442119518006e+01
8.837000000000000000e+03,1.673467479369149302e+01
8.838000000000000000e+03,1.673738704262763122e+01
8.839000000000000000e+03,1.674009107168956234e+01
8.840000000000000000e+03,1.674278678456324343e+01
8.841000000000000000e+03,1.674547408493464928e+01
8.842000000000000000e+03,1.674815287648972273e+01
8.843000000000000000e+03,1.675082306291443501e+01
8.844000000000000000e+03,1.675348454789475383e+01
8.845000000000000000e+03,1.675613723511662911e+01
8.846000000000000000e+03,1.675878102826602856e+01
8.847000000000000000e+03,1.676141583102891985e+01
8.848000000000000000e+03,1.676404154709125649e+01
8.849000000000000000e+03,1.676665808013900261e+01
8.850000000000000000e+03,1.676926533385812590e+01
8.851000000000000000e+03,1.677186321193458340e+01
8.852000000000000000e+03,1.677445161805433571e+01
8.853000000000000000e+03,1.677703045590333986e+01
8.854000000000000000e+03,1.677959962916757419e+01
8.855000000000000000e+03,1.678215904153298865e+01
8.856000000000000000e+03,1.678470859668554382e+01
8.857000000000000000e+03,1.678724819831120740e+01
8.858000000000000000e+03,1.678977775009594353e+01
8.859000000000000000e+03,1.679229715572570569e+01
8.860000000000000000e+03,1.679480631888645803e+01
8.861000000000000000e+03,1.679730514326416468e+01
8.862000000000000000e+03,1.679979353254479335e+01
8.863000000000000000e+03,1.680227139041429751e+01
8.864000000000000000e+03,1.680473862055863776e+01
8.865000000000000000e+03,1.680719512666378179e+01
8.866000000000000000e+03,1.680964081241569730e+01
8.867000000000000000e+03,1.681207558150033066e+01
8.868000000000000000e+03,1.681449933760365312e+01
8.869000000000000000e+03,1.681691198441163237e+01
8.870000000000000000e+03,1.681931342561021481e+01
8.871000000000000000e+03,1.682170356488537521e+01
8.872000000000000000e+03,1.682408230592307063e+01
8.873000000000000000e+03,1.682644955240926876e+01
8.874000000000000000e+03,1.682880520802991953e+01
8.875000000000000000e+03,1.683114917647099418e+01
8.876000000000000000e+03,1.683348136141845330e+01
8.877000000000000000e+03,1.683580166655826105e+01
8.878000000000000000e+03,1.683810999557637444e+01
8.879000000000000000e+03,1.684040625215875409e+01
8.880000000000000000e+03,1.684269033999137477e+01
8.881000000000000000e+03,1.684496216276017933e+01
8.882000000000000000e+03,1.684722162415114255e+01
8.883000000000000000e+03,1.684946862785022148e+01
8.884000000000000000e+03,1.685170307754338737e+01
8.885000000000000000e+03,1.685392487691659014e+01
8.886000000000000000e+03,1.685613392965579393e+01
8.887000000000000000e+03,1.685833013944697001e+01
8.888000000000000000e+03,1.686051340997606474e+01
8.889000000000000000e+03,1.686268364492905647e+01
8.890000000000000000e+03,1.686484074799189159e+01
8.891000000000000000e+03,1.686698462285054845e+01
8.892000000000000000e+03,1.686911517319098053e+01
8.893000000000000000e+03,1.687123230269914131e+01
8.894000000000000000e+03,1.687333591506100561e+01
8.895000000000000000e+03,1.687542591396253755e+01
8.896000000000000000e+03,1.687750220308968707e+01
8.897000000000000000e+03,1.687956468612842187e+01
8.898000000000000000e+03,1.688161326676470608e+01
8.899000000000000000e+03,1.688364784868449675e+01
8.900000000000000000e+03,1.688566833557376157e+01
8.901000000000000000e+03,1.688767463111845402e+01
8.902000000000000000e+03,1.688966663900454890e+01
8.903000000000000000e+03,1.689164426291799614e+01
8.904000000000000000e+03,1.689360740654476345e+01
8.905000000000000000e+03,1.689555597357081496e+01
8.906000000000000000e+03,1.689748986768210415e+01
8.907000000000000000e+03,1.689940899256459872e+01
8.908000000000000000e+03,1.690131325190426281e+01
8.909000000000000000e+03,1.690320254938705347e+01
8.910000000000000000e+03,1.690507678869893837e+01
8.911000000000000000e+03,1.690693587352587457e+01
8.912000000000000000e+03,1.690877970755382265e+01
8.913000000000000000e+03,1.691060819446875385e+01
8.914000000000000000e+03,1.691242123795662167e+01
8.915000000000000000e+03,1.691421874170338668e+01
8.916000000000000000e+03,1.691600060939502015e+01
8.917000000000000000e+03,1.691776674471747199e+01
8.918000000000000000e+03,1.691951705135670991e+01
8.919000000000000000e+03,1.692125143299870160e+01
8.920000000000000000e+03,1.692296979332940410e+01
8.921000000000000000e+03,1.692467203603477444e+01
8.922000000000000000e+03,1.692635806480078031e+01
8.923000000000000000e+03,1.692802778331338942e+01
8.924000000000000000e+03,1.692968109525854814e+01
8.925000000000000000e+03,1.693131790432223127e+01
8.926000000000000000e+03,1.693293811419039585e+01
8.927000000000000000e+03,1.693454162854900957e+01
8.928000000000000000e+03,1.693612835108402237e+01
8.929000000000000000e+03,1.693769818548140904e+01
8.930000000000000000e+03,1.693925103542711952e+01
8.931000000000000000e+03,1.694078680460712860e+01
8.932000000000000000e+03,1.694230539670738978e+01
8.933000000000000000e+03,1.694380671541386718e+01
8.934000000000000000e+03,1.694529066441252496e+01
8.935000000000000000e+03,1.694675714738932015e+01
8.936000000000000000e+03,1.694820606803021690e+01
8.937000000000000000e+03,1.694963733002117579e+01
8.938000000000000000e+03,1.695105083704817162e+01
8.939000000000000000e+03,1.695244649279714366e+01
8.940000000000000000e+03,1.695382420095407028e+01
8.941000000000000000e+03,1.695518386520491205e+01
8.942000000000000000e+03,1.695652538923562247e+01
8.943000000000000000e+03,1.695784867673216922e+01
8.944000000000000000e+03,1.695915363138051646e+01
8.945000000000000000e+03,1.696044015686662121e+01
8.946000000000000000e+03,1.696170815687644762e+01
8.947000000000000000e+03,1.696295753509596338e+01
8.948000000000000000e+03,1.696418819521111487e+01
8.949000000000000000e+03,1.696540004090788401e+01
8.950000000000000000e+03,1.696659297587222071e+01
8.951000000000000000e+03,1.696776690379008556e+01
8.952000000000000000e+03,1.696892172834744983e+01
8.953000000000000000e+03,1.697005735323026343e+01
8.954000000000000000e+03,1.697117368212449762e+01
8.955000000000000000e+03,1.697227061871610942e+01
8.956000000000000000e+03,1.697334806669107010e+01
8.957000000000000000e+03,1.697440592973532603e+01
8.958000000000000000e+03,1.697544411153484845e+01
8.959000000000000000e+03,1.697646251577560150e+01
8.960000000000000000e+03,1.697746104614354223e+01
8.961000000000000000e+03,1.697843960632463833e+01
8.962000000000000000e+03,1.697939810000483973e+01
8.963000000000000000e+03,1.698033643087012479e+01
8.964000000000000000e+03,1.698125450260643987e+01
8.965000000000000000e+03,1.698215221889975979e+01
8.966000000000000000e+03,1.698302948343603802e+01
8.967000000000000000e+03,1.698388619990124226e+01
8.968000000000000000e+03,1.698472227198132956e+01
8.969000000000000000e+03,1.698553760336226404e+01
8.970000000000000000e+03,1.698633209773000985e+01
8.971000000000000000e+03,1.698710565877052758e+01
8.972000000000000000e+03,1.698785819016977428e+01
8.973000000000000000e+03,1.698858959561371407e+01
8.974000000000000000e+03,1.698929977878831821e+01
8.975000000000000000e+03,1.698998864337953663e+01
8.976000000000000000e+03,1.699065609307334057e+01
8.977000000000000000e+03,1.699130203155568708e+01
8.978000000000000000e+03,1.699192636251253674e+01
8.979000000000000000e+03,1.699252898962984659e+01
8.980000000000000000e+03,1.699310981659359143e+01
8.981000000000000000e+03,1.699366874708973185e+01
8.982000000000000000e+03,1.699420568480422133e+01
8.983000000000000000e+03,1.699472053342302402e+01
8.984000000000000000e+03,1.699521319663210051e+01
8.985000000000000000e+03,1.699568357811742203e+01
8.986000000000000000e+03,1.699613158156493853e+01
8.987000000000000000e+03,1.699655711066062125e+01
8.988000000000000000e+03,1.699696006909043078e+01
8.989000000000000000e+03,1.699734036054032416e+01
8.990000000000000000e+03,1.699769788869626552e+01
8.991000000000000000e+03,1.699803255724421902e+01
8.992000000000000000e+03,1.699834426987014524e+01
8.993000000000000000e+03,1.699863293026000477e+01
8.994000000000000000e+03,1.699889844209976175e+01
8.995000000000000000e+03,1.699914070907538033e+01
8.996000000000000000e+03,1.699935963487281398e+01
8.997000000000000000e+03,1.699955512317803041e+01
8.998000000000000000e+03,1.699972707767699021e+01
8.999000000000000000e+03,1.699987540205566461e+01
9.000000000000000000e+03,1.700000000000000000e+01
9.001000000000000000e+03,1.700010080618753605e+01
9.002000000000000000e+03,1.700017787926206125e+01
9.003000000000000000e+03,1.700023130885895384e+01
9.004000000000000000e+03,1.700026118461356361e+01
9.005000000000000000e+03,1.700026759616125815e+01
9.006000000000000000e+03,1.700025063313740503e+01
9.007000000000000000e+03,1.700021038517736827e+01
9.008000000000000000e+03,1.700014694191650833e+01
9.009000000000000000e+03,1.700006039299019633e+01
9.010000000000000000e+03,1.699995082803378921e+01
9.011000000000000000e+03,1.699981833668264741e+01
9.012000000000000000e+03,1.699966300857214918e+01
9.013000000000000000e+03,1.699948493333764787e+01
9.014000000000000000e+03,1.699928420061451106e+01
9.015000000000000000e+03,1.699906090003809922e+01
9.016000000000000000e+03,1.699881512124378347e+01
9.017000000000000000e+03,1.699854695386691716e+01
9.018000000000000000e+03,1.699825648754287855e+01
9.019000000000000000e+03,1.699794381190702097e+01
9.020000000000000000e+03,1.699760901659470846e+01
9.021000000000000000e+03,1.699725219124131215e+01
9.022000000000000000e+03,1.699687342548219249e+01
9.023000000000000000e+03,1.699647280895270995e+01
9.024000000000000000e+03,1.699605043128823567e+01
9.025000000000000000e+03,1.699560638212413011e+01
9.026000000000000000e+03,1.699514075109575373e+01
9.027000000000000000e+03,1.699465362783847766e+01
9.028000000000000000e+03,1.699414510198766237e+01
9.029000000000000000e+03,1.699361526317867188e+01
9.030000000000000000e+03,1.699306420104687376e+01
9.031000000000000000e+03,1.699249200522762138e+01
9.032000000000000000e+03,1.699189876535629296e+01
9.033000000000000000e+03,1.699128457106824186e+01
9.034000000000000000e+03,1.699064951199883922e+01
9.035000000000000000e+03,1.698999367778344549e+01
9.036000000000000000e+03,1.698931715805742826e+01
9.037000000000000000e+03,1.698862004245614798e+01
9.038000000000000000e+03,1.698790242061496869e+01
9.039000000000000000e+03,1.698716438216925440e+01
9.040000000000000000e+03,1.698640601675436912e+01
9.041000000000000000e+03,1.698562741400568399e+01
9.042000000000000000e+03,1.698482866355855236e+01
9.043000000000000000e+03,1.698400985504834537e+01
9.044000000000000000e+03,1.698317107811042348e+01
9.045000000000000000e+03,1.698231242238015426e+01
9.046000000000000000e+03,1.698143397749290173e+01
9.047000000000000000e+03,1.698053583308402636e+01
9.048000000000000000e+03,1.697961807878889218e+01
9.049000000000000000e+03,1.697868080424286674e+01
9.050000000000000000e+03,1.697772409908131053e+01
9.051000000000000000e+03,1.697674805293959821e+01
9.052000000000000000e+03,1.697575275545307960e+01
9.053000000000000000e+03,1.697473829625712227e+01
9.054000000000000000e+03,1.697370476498709735e+01
9.055000000000000000e+03,1.697265225127835819e+01
9.056000000000000000e+03,1.697158084476627593e+01
9.057000000000000000e+03,1.697049063508622169e+01
9.058000000000000000e+03,1.696938171187354527e+01
9.059000000000000000e+03,1.696825416476361781e+01
9.060000000000000000e+03,1.696710808339180332e+01
9.061000000000000000e+03,1.696594355739346227e+01
9.062000000000000000e+03,1.696476067640396934e+01
9.063000000000000000e+03,1.696355953005867434e+01
9.064000000000000000e+03,1.696234020799295195e+01
9.065000000000000000e+03,1.696110279984215907e+01
9.066000000000000000e+03,1.695984739524166329e+01
9.067000000000000000e+03,1.695857408382682863e+01
9.068000000000000000e+03,1.695728295523302620e+01
9.069000000000000000e+03,1.695597409909560582e+01
9.070000000000000000e+03,1.695464760504994217e+01
9.071000000000000000e+03,1.695330356273139216e+01
9.072000000000000000e+03,1.695194206177532337e+01
9.073000000000000000e+03,1.695056319181710691e+01
9.074000000000000000e+03,1.694916704249209616e+01
9.075000000000000000e+03,1.694775370343565868e+01
9.076000000000000000e+03,1.694632326428315849e+01
9.077000000000000000e+03,1.694487581466996318e+01
9.078000000000000000e+03,1.694341144423143319e+01
9.079000000000000000e+03,1.694193024260293257e+01
9.080000000000000000e+03,1.694043229941982887e+01
9.081000000000000000e+03,1.693891770431747901e+01
9.082000000000000000e+03,1.693738654693125412e+01
9.083000000000000000e+03,1.693583891689651821e+01
9.084000000000000000e+03,1.693427490384863532e+01
9.085000000000000000e+03,1.693269459742295879e+01
9.086000000000000000e+03,1.693109808725486687e+01
9.087000000000000000e+03,1.692948546297971646e+01
9.088000000000000000e+03,1.692785681423287514e+01
9.089000000000000000e+03,1.692621223064970692e+01
9.090000000000000000e+03,1.692455180186556873e+01
9.091000000000000000e+03,1.692287561751583169e+01
9.092000000000000000e+03,1.692118376723585982e+01
9.093000000000000000e+03,1.691947634066101358e+01
9.094000000000000000e+03,1.691775342742666410e+01
9.095000000000000000e+03,1.691601511716816830e+01
9.096000000000000000e+03,1.691426149952089020e+01
9.097000000000000000e+03,1.691249266412019736e+01
9.098000000000000000e+03,1.691070870060145026e+01
9.099000000000000000e+03,1.690890969860001647e+01
9.100000000000000000e+03,1.690709574775126711e+01
9.101000000000000000e+03,1.690526693769055200e+01
9.102000000000000000e+03,1.690342335805323870e+01
9.103000000000000000e+03,1.690156509847469835e+01
9.104000000000000000e+03,1.689969224859028785e+01
9.105000000000000000e+03,1.689780489803538188e+01
9.106000000000000000e+03,1.689590313644533026e+01
9.107000000000000000e+03,1.689398705345550411e+01
9.108000000000000000e+03,1.689205673870126745e+01
9.109000000000000000e+03,1.689011228181798430e+01
9.110000000000000000e+03,1.688815377244101867e+01
9.111000000000000000e+03,1.688618130020573815e+01
9.112000000000000000e+03,1.688419495474749965e+01
9.113000000000000000e+03,1.688219482570167074e+01
9.114000000000000000e+03,1.688018100270361899e+01
9.115000000000000000e+03,1.687815357538870131e+01
9.116000000000000000e+03,1.687611263339228884e+01
9.117000000000000000e+03,1.687405826634974204e+01
9.118000000000000000e+03,1.687199056389642493e+01
9.119000000000000000e+03,1.686990961566769798e+01
9.120000000000000000e+03,1.686781551129893586e+01
9.121000000000000000e+03,1.686570834042549549e+01
9.122000000000000000e+03,1.686358819268274090e+01
9.123000000000000000e+03,1.686145515770603609e+01
9.124000000000000000e+03,1.685930932513074865e+01
9.125000000000000000e+03,1.685715078459223903e+01
9.126000000000000000e+03,1.685497962572586772e+01
9.127000000000000000e+03,1.685279593816701293e+01
9.128000000000000000e+03,1.685059981155102093e+01
9.129000000000000000e+03,1.684839133551326995e+01
9.130000000000000000e+03,1.684617059968911690e+01
9.131000000000000000e+03,1.684393769371392580e+01
9.132000000000000000e+03,1.684169270722306777e+01
9.133000000000000000e+03,1.683943572985189618e+01
9.134000000000000000e+03,1.683716685123578216e+01
9.135000000000000000e+03,1.683488616101008617e+01
9.136000000000000000e+03,1.683259374881017578e+01
9.137000000000000000e+03,1.683028970427141857e+01
9.138000000000000000e+03,1.682797411702916790e+01
9.139000000000000000e+03,1.682564707671879489e+01
9.140000000000000000e+03,1.682330867297566357e+01
9.141000000000000000e+03,1.682095899543513795e+01
9.142000000000000000e+03,1.681859813373257850e+01
9.143000000000000000e+03,1.681622617750335280e+01
9.144000000000000000e+03,1.681384321638282486e+01
9.145000000000000000e+03,1.681144934000635516e+01
9.146000000000000000e+03,1.680904463800931481e+01
9.147000000000000000e+03,1.680662920002706073e+01
9.148000000000000000e+03,1.680420311569496405e+01
9.149000000000000000e+03,1.680176647464838169e+01
9.150000000000000000e+03,1.679931936652267765e+01
9.151000000000000000e+03,1.679686188095322308e+01
9.152000000000000000e+03,1.679439410757537843e+01
9.153000000000000000e+03,1.679191613602451127e+01
9.154000000000000000e+03,1.678942805593597498e+01
9.155000000000000000e+03,1.678692995694514423e+01
9.156000000000000000e+03,1.678442192868737948e+01
9.157000000000000000e+03,1.678190406079804475e+01
9.158000000000000000e+03,1.677937644291250407e+01
9.159000000000000000e+03,1.677683916466612501e+01
9.160000000000000000e+03,1.677429231569426449e+01
9.161000000000000000e+03,1.677173598563229362e+01
9.162000000000000000e+03,1.676917026411557288e+01
9.163000000000000000e+03,1.676659524077946628e+01
9.164000000000000000e+03,1.676401100525934140e+01
9.165000000000000000e+03,1.676141764719055516e+01
9.166000000000000000e+03,1.675881525620847867e+01
9.167000000000000000e+03,1.675620392194846886e+01
9.168000000000000000e+03,1.675358373404590040e+01
9.169000000000000000e+03,1.675095478213613021e+01
9.170000000000000000e+03,1.674831715585452585e+01
9.171000000000000000e+03,1.674567094483644780e+01
9.172000000000000000e+03,1.674301623871725653e+01
9.173000000000000000e+03,1.674035312713233026e+01
9.174000000000000000e+03,1.673768169971701525e+01
9.175000000000000000e+03,1.673500204610668973e+01
9.176000000000000000e+03,1.673231425593671418e+01
9.177000000000000000e+03,1.672961841884244549e+01
9.178000000000000000e+03,1.672691462445925836e+01
9.179000000000000000e+03,1.672420296242250615e+01
9.180000000000000000e+03,1.672148352236756352e+01
9.181000000000000000e+03,1.671875639392978741e+01
9.182000000000000000e+03,1.671602166674454537e+01
9.183000000000000000e+03,1.671327943044719788e+01
9.184000000000000000e+03,1.671052977467311251e+01
9.185000000000000000e+03,1.670777278905765328e+01
9.186000000000000000e+03,1.670500856323618422e+01
9.187000000000000000e+03,1.670223718684406933e+01
9.188000000000000000e+03,1.669945874951666909e+01
9.189000000000000000e+03,1.669667334088935107e+01
9.190000000000000000e+03,1.669388105059747929e+01
9.191000000000000000e+03,1.669108196827641777e+01
9.192000000000000000e+03,1.668827618356153053e+01
9.193000000000000000e+03,1.668546378608817804e+01
9.194000000000000000e+03,1.668264486549172787e+01
9.195000000000000000e+03,1.667981951140754759e+01
9.196000000000000000e+03,1.667698781347100123e+01
9.197000000000000000e+03,1.667414986131744215e+01
9.198000000000000000e+03,1.667130574458224501e+01
9.199000000000000000e+03,1.666845555290076675e+01
9.200000000000000000e+03,1.666559937590837492e+01
9.201000000000000000e+03,1.666273730324043711e+01
9.202000000000000000e+03,1.665986942453231734e+01
9.203000000000000000e+03,1.665699582941937251e+01
9.204000000000000000e+03,1.665411660753697021e+01
9.205000000000000000e+03,1.665123184852047800e+01
9.206000000000000000e+03,1.664834164200525279e+01
9.207000000000000000e+03,1.664544607762666928e+01
9.208000000000000000e+03,1.664254524502007726e+01
9.209000000000000000e+03,1.663963923382085497e+01
9.210000000000000000e+03,1.663672813366435577e+01
9.211000000000000000e+03,1.663381203418595433e+01
9.212000000000000000e+03,1.663089102502100403e+01
9.213000000000000000e+03,1.662796519580487953e+01
9.214000000000000000e+03,1.662503463617293420e+01
9.215000000000000000e+03,1.662209943576053917e+01
9.216000000000000000e+03,1.661915968420305489e+01
9.217000000000000000e+03,1.661621547113584541e+01
9.218000000000000000e+03,1.661326688619428182e+01
9.219000000000000000e+03,1.661031401901372462e+01
9.220000000000000000e+03,1.660735695922953070e+01
9.221000000000000000e+03,1.660439579647706765e+01
9.222000000000000000e+03,1.660143062039170658e+01
9.223000000000000000e+03,1.659846152060880442e+01
9.224000000000000000e+03,1.659548858676372873e+01
9.225000000000000000e+03,1.659251190849183999e+01
9.226000000000000000e+03,1.658953157542850576e+01
9.227000000000000000e+03,1.658654767720909007e+01
9.228000000000000000e+03,1.658356030346895693e+01
9.229000000000000000e+03,1.658056954384347037e+01
9.230000000000000000e+03,1.657757548796798730e+01
9.231000000000000000e+03,1.657457822547788240e+01
9.232000000000000000e+03,1.657157784600851613e+01
9.233000000000000000e+03,1.656857443919524897e+01
9.234000000000000000e+03,1.656556809467345204e+01
9.235000000000000000e+03,1.656255890207848580e+01
9.236000000000000000e+03,1.655954695104571073e+01
9.237000000000000000e+03,1.655653233121049439e+01
9.238000000000000000e+03,1.655351513220820081e+01
9.239000000000000000e+03,1.655049544367419756e+01
9.240000000000000000e+03,1.654747335524384155e+01
9.241000000000000000e+03,1.654444895655249681e+01
9.242000000000000000e+03,1.654142233723553446e+01
9.243000000000000000e+03,1.653839358692831851e+01
9.244000000000000000e+03,1.653536279526620589e+01
9.245000000000000000e+03,1.653233005188456772e+01
9.246000000000000000e+03,1.652929544641876447e+01
9.247000000000000000e+03,1.652625906850416015e+01
9.248000000000000000e+03,1.652322100777611880e+01
9.249000000000000000e+03,1.652018135387000441e+01
9.250000000000000000e+03,1.651714019642118814e+01
9.251000000000000000e+03,1.651409762506501977e+01
9.252000000000000000e+03,1.651105372943687755e+01
9.253000000000000000e+03,1.650800859917211483e+01
9.254000000000000000e+03,1.650496232390609919e+01
9.255000000000000000e+03,1.650191499327420175e+01
9.256000000000000000e+03,1.649886669691177943e+01
9.257000000000000000e+03,1.649581752445419625e+01
9.258000000000000000e+03,1.649276756553681267e+01
9.259000000000000000e+03,1.648971690979500337e+01
9.260000000000000000e+03,1.648666564686412883e+01
9.261000000000000000e+03,1.648361386637954951e+01
9.262000000000000000e+03,1.648056165797663297e+01
9.263000000000000000e+03,1.647750911129073970e+01
9.264000000000000000e+03,1.647445631595723370e+01
9.265000000000000000e+03,1.647140336161147900e+01
9.266000000000000000e+03,1.646835033788885028e+01
9.267000000000000000e+03,1.646529733442469734e+01
9.268000000000000000e+03,1.646224444085439131e+01
9.269000000000000000e+03,1.645919174681329267e+01
9.270000000000000000e+03,1.645613934193677252e+01
9.271000000000000000e+03,1.645308731586018425e+01
9.272000000000000000e+03,1.645003575821890607e+01
9.273000000000000000e+03,1.644698475864829135e+01
9.274000000000000000e+03,1.644393440678370411e+01
9.275000000000000000e+03,1.644088479226051192e+01
9.276000000000000000e+03,1.643783600471408235e+01
9.277000000000000000e+03,1.643478813377977232e+01
9.278000000000000000e+03,1.643174126909294941e+01
9.279000000000000000e+03,1.642869550028897763e+01
9.280000000000000000e+03,1.642565091700321744e+01
9.281000000000000000e+03,1.642260760887103643e+01
9.282000000000000000e+03,1.641956566552780572e+01
9.283000000000000000e+03,1.641652517660887867e+01
9.284000000000000000e+03,1.641348623174961929e+01
9.285000000000000000e+03,1.641044892058539872e+01
9.286000000000000000e+03,1.640741333275157743e+01
9.287000000000000000e+03,1.640437955788351942e+01
9.288000000000000000e+03,1.640134768561659229e+01
9.289000000000000000e+03,1.639831780558615293e+01
9.290000000000000000e+03,1.639529000742756892e+01
9.291000000000000000e+03,1.639226438077620784e+01
9.292000000000000000e+03,1.638924101526742660e+01
9.293000000000000000e+03,1.638622000053659988e+01
9.294000000000000000e+03,1.638320142621908104e+01
9.295000000000000000e+03,1.638018538195024121e+01
9.296000000000000000e+03,1.637717195736544085e+01
9.297000000000000000e+03,1.637416124210004398e+01
9.298000000000000000e+03,1.637115332578942173e+01
9.299000000000000000e+03,1.636814829806892746e+01
9.300000000000000000e+03,1.636514624857392874e+01
9.301000000000000000e+03,1.636214726693979316e+01
9.302000000000000000e+03,1.635915144280188116e+01
9.303000000000000000e+03,1.635615886579555678e+01
9.304000000000000000e+03,1.635316962555619469e+01
9.305000000000000000e+03,1.635018381171914115e+01
9.306000000000000000e+03,1.634720151391977438e+01
9.307000000000000000e+03,1.634422282179344776e+01
9.308000000000000000e+03,1.634124782497553596e+01
9.309000000000000000e+03,1.633827661310139945e+01
9.310000000000000000e+03,1.633530927580639869e+01
9.311000000000000000e+03,1.633234590272589770e+01
9.312000000000000000e+03,1.632938658349526406e+01
9.313000000000000000e+03,1.632643140774986179e+01
9.314000000000000000e+03,1.632348046512505135e+01
9.315000000000000000e+03,1.632053384525620388e+01
9.316000000000000000e+03,1.631759163777867983e+01
9.317000000000000000e+03,1.631465393232783612e+01
9.318000000000000000e+03,1.631172081853904743e+01
9.319000000000000000e+03,1.630879238604767423e+01
9.320000000000000000e+03,1.630586872448908053e+01
9.321000000000000000e+03,1.630294992349862682e+01
9.322000000000000000e+03,1.630003607271168065e+01
9.323000000000000000e+03,1.629712726176360604e+01
9.324000000000000000e+03,1.629422358028976703e+01
9.325000000000000000e+03,1.629132511792553473e+01
9.326000000000000000e+03,1.628843196430625540e+01
9.327000000000000000e+03,1.628554420906731082e+01
9.328000000000000000e+03,1.628266194184405435e+01
9.329000000000000000e+03,1.627978525227185358e+01
9.330000000000000000e+03,1.627691422998607607e+01
9.331000000000000000e+03,1.627404896462208228e+01
9.332000000000000000e+03,1.627118954581523269e+01
9.333000000000000000e+03,1.626833606320089842e+01
9.334000000000000000e+03,1.626548860641444350e+01
9.335000000000000000e+03,1.626264726509122482e+01
9.336000000000000000e+03,1.625981212886661353e+01
9.337000000000000000e+03,1.625698328737597009e+01
9.338000000000000000e+03,1.625416083025465852e+01
9.339000000000000000e+03,1.625134484713804284e+01
9.340000000000000000e+03,1.624853542766149062e+01
9.341000000000000000e+03,1.624573266146036588e+01
9.342000000000000000e+03,1.624293663817002553e+01
9.343000000000000000e+03,1.624014744742584071e+01
9.344000000000000000e+03,1.623736517886317543e+01
9.345000000000000000e+03,1.623458992211738661e+01
9.346000000000000000e+03,1.623182176682384537e+01
9.347000000000000000e+03,1.622906080261791928e+01
9.348000000000000000e+03,1.622630711913496526e+01
9.349000000000000000e+03,1.622356080601034378e+01
9.350000000000000000e+03,1.622082195287942952e+01
9.351000000000000000e+03,1.621809064937757583e+01
9.352000000000000000e+03,1.621536698514016095e+01
9.353000000000000000e+03,1.621265104980253469e+01
9.354000000000000000e+03,1.620994293300006817e+01
9.355000000000000000e+03,1.620724272436812186e+01
9.356000000000000000e+03,1.620455051354206333e+01
9.357000000000000000e+03,1.620186639015726371e+01
9.358000000000000000e+03,1.619919044384906925e+01
9.359000000000000000e+03,1.619652276425285464e+01
9.360000000000000000e+03,1.619386344100398745e+01
9.361000000000000000e+03,1.619121256373782458e+01
9.362000000000000000e+03,1.618857022208973362e+01
9.363000000000000000e+03,1.618593650569508213e+01
9.364000000000000000e+03,1.618331150418922348e+01
9.365000000000000000e+03,1.618069530720753235e+01
9.366000000000000000e+03,1.617808800438536920e+01
9.367000000000000000e+03,1.617548968535809806e+01
9.368000000000000000e+03,1.617290043976108294e+01
9.369000000000000000e+03,1.617032035722968786e+01
9.370000000000000000e+03,1.616774952739927329e+01
9.371000000000000000e+03,1.616518803990521036e+01
9.372000000000000000e+03,1.616263598438285598e+01
9.373000000000000000e+03,1.616009345046758128e+01
9.374000000000000000e+03,1.615756052779475027e+01
9.375000000000000000e+03,1.615503730599971988e+01
9.376000000000000000e+03,1.615252387471786122e+01
9.377000000000000000e+03,1.615002032358453121e+01
9.378000000000000000e+03,1.614752674223509743e+01
9.379000000000000000e+03,1.614504322030493455e+01
9.380000000000000000e+03,1.614256984742938883e+01
9.381000000000000000e+03,1.614010671324383139e+01
9.382000000000000000e+03,1.613765390738362981e+01
9.383000000000000000e+03,1.613521151948414456e+01
9.384000000000000000e+03,1.613277963918074320e+01
9.385000000000000000e+03,1.613035835610878976e+01
